userId,bookId,rating
11,288962.Out_of_Sight,2
11,45694.The_Canterville_Ghost_and_Other_Stories,1
11,97030.Six_Thinking_Hats,1
11,3636515-the-eye-of-the-moon,2
11,24607565-why-is-this-night-different-from-all-other-nights,2
11,30273.The_Lunatic_Cafe,3
12,369110.Captains_and_the_Kings,1
12,666640.Theology_and_Sanity,2
12,14280.Runaway,2
12,40395.A_Princess_of_Mars,2
12,20567918-mini-habits,1
12,1070245.Al_Capone_And_His_Gang,2
12,15700446-the-fairest-beauty,1
13,9303006-just-being-audrey,1
13,5178537-mortal-coils,1
13,8686057-fated,1
13,7148256-the-red-queen,2
13,33161035-the-legend-of-korra,2
13,74271.The_Oracle_s_Queen,1
13,6919484-mummy-knew,2
13,43497241-the-eyes-of-tamburah,2
13,24866809-fantasy-of-flight,1
13,25688980-the-rat-prince,2
13,20556876-story-of-cole-younger,1
13,112693.Then_He_Ate_My_Boy_Entrancers,4
13,8721183-zombie-apocalypse,1
13,7741325-dash-lily-s-book-of-dares,1
14,32502.Angels_Flight,3
14,13591672-rootless,1
14,135479.Cat_s_Cradle,1
14,16200.Ella_Minnow_Pea,1
14,776283.Quicker_Than_the_Eye,2
14,8091798-saira,1
14,11069481-dreadnaught,4
14,295665.Junie_B_First_Grader_at_Last_,3
14,687215.The_Power_That_Preserves,3
14,8067175-captain-america,1
15,295910.The_Cure_for_Death_by_Lightning,1
15,33353.It_s_Called_a_Breakup_Because_It_s_Broken,2
15,165782.Second_Nature,1
15,131847.This_Place_Has_No_Atmosphere,3
15,123036.Hotel_World,1
15,448114.Amazing_Grace,1
16,29938032-her-every-fear,1
16,52867387-beach-read,3
16,561635.The_Body_Snatcher,1
16,724834.Swift_as_Desire,1
16,18172471-the-selection-stories,2
16,93802.A_Death_in_Vienna,1
16,357399.Red_River_Vol_1,3
16,16130105-the-last-word,1
17,12550.Stiff_Upper_Lip_Jeeves,5
17,490136.One_on_One,1
17,5161.The_Deep_End_of_the_Ocean,4
17,399623.Man_Woman_and_Child,4
17,62012.The_Guns_of_Avalon,4
17,351564.The_Man_Born_to_Be_King,5
17,17262100-the-lowland,4
17,25381716-quest-for-the-virgins,3
17,12499290-the-blinding-knife,4
17,297478.Appaloosa,4
17,13560337-the-cilappatikaram,4
17,817309.Demon_of_Undoing,3
18,9595.Slapstick_or_Lonesome_No_More_,2
18,12381.Wilderness,2
18,20927106-sweet-danger,2
18,6571967-the-spellmans-strike-again,2
18,71679.Wilful_Behaviour,2
18,27570138-good-bye-def-leppard,2
18,12013.Excession,2
19,18478083-kissing-in-america,2
19,22186.Would_I_Lie_to_You,1
19,20371824-a-charming-magic,1
19,22595737-dawn,1
19,9293020-the-elephant-tree,3
19,9726227-the-forge-of-god,1
19,18481271-unite-me,1
19,31314.Barnyard_Dance,4
19,23310699-crenshaw,1
19,79421.The_Heavenly_Man,1
20,11564.The_Girl_Who_Loved_Tom_Gordon,2
20,7673.Eaters_of_the_Dead,1
20,3534310-the-adventures-of-holly-hobbie,2
20,42641.Resurrection,2
20,28954232-all-in-pieces,3
20,56301.Light_on_Yoga,3
20,51606.Johnny_Got_His_Gun,5
20,484637.Live_in_a_Better_Way,3
20,3222976-against-medical-advice,1
20,16148435-the-burning-world,2
21,5941233-thirst-no-1,2
21,18626540-innocent-blood,2
21,9776116-the-heat,2
21,2272813.Ninth_Grade_Slays,1
21,11836562-angel-eyes,2
21,328787.The_Fall_of_Lucifer,3
21,17289431-acea-and-the-animal-kingdom,1
21,228063.xxxHolic_Vol_1,4
21,27268403-the-star,4
21,7182626-cat-s-claw,1
21,3537854-a-highlander-of-her-own,1
21,30190.Goddess_of_Light,2
21,3678651-bad-girls-don-t-die,3
22,1121526.ES,2
22,785420.Winter_of_the_Wolf_Moon,2
22,23361195-wil-deft,1
22,17857619-spiritus-mundi,1
23,26800718-the-someday-birds,2
23,3141295-the-children-of-hurin-the-silmarillion-the-hobbit-the-lord-of-the-rings,1
23,19183499-secrets-of-the-realm,2
23,1381000.Mermaid_in_a_Bowl_of_Tears,1
23,21340.City_of_Night,4
23,6681400-the-sweet-spot,2
23,400634.Naruto,1
23,1201589.The_Last_Testament,3
23,13552214-a-plain-christmas,4
24,38533005-trapped,3
24,143728.How_to_Be_a_Pirate,1
24,3145113-circle-of-flight,3
24,56067.Little_Bitty_Lies,2
24,3695772-chatham-by-air,2
24,1815.Breaking_Open_the_Head,1
24,22820335-amatore-s-restaurant,1
24,178820.In_China_s_Shadow,3
24,6329322-nice-girls-don-t-live-forever,4
24,22674054-into-the-shadows,4
25,17572973-cross-and-burn,1
25,51378.Feminist_Theory,4
25,2830067-the-given-day,1
25,26891429-the-city-of-mirrors,2
25,16150740-blood-rose,2
25,359759.Into_the_Deep,1
25,146742.Jewels_of_the_Tsars,1
25,6606456-the-scent-of-rain-and-lightning,1
26,1487383.Diana,1
26,23621387-jamie-dornan,5
26,2369.The_Great_Bridge,2
26,25893693-lilac-girls,4
26,6977345-chalkline,2
26,328907.Sharpe_s_Tiger,1
26,36352480-natives,2
26,30533129-a-lowcountry-heart,2
26,22163.The_Wild_Trees,2
26,13101981-astounding-science-fiction-october-1941,1
26,683898.Sufis_of_Andalusia,1
27,17571671-the-spider,4
27,207365.Claimed_by_Shadow,2
27,14288.Piercing,1
27,10780523-guardian-of-the-green-hill,1
27,41865.Twilight,2
28,34941200-salamanca,1
28,17934520-going-rogue,2
28,904812.The_Giant_Jam_Sandwich,5
28,29430869-the-girl-from-venice,1
28,17805.Gravitation_Volume_03,1
28,39796904-my-lovely-wife,2
28,7061.The_No_1_Ladies_Detective_Agency,1
28,12813630-the-coldest-girl-in-coldtown,1
28,9569.Villa_Incognito,2
28,262856.Master_of_Space_and_Time,1
28,241387.When_Crickets_Cry,1
28,4985.Welcome_to_the_Monkey_House,1
28,6573.The_Right_Hand_of_Evil,4
28,26128174-limits-of-destiny,2
28,9635439-a-highland-christmas,5
28,13260670-exile,3
29,493559.If_We_Kiss,2
29,24484737-mended,3
29,10562648-wrapped-up-in-you,5
29,71776.At_Home_in_Mitford,1
29,31194576-release,1
29,164631.Seducing_Simon,4
29,307576.Vapor,3
29,689929.The_Valley_of_Adventure,4
29,90988.Christie_Malry_s_Own_Double_Entry,5
29,233922.Skywriting_by_Word_of_Mouth_and_Other_Writings,2
29,40465.Thank_You_for_Smoking,1
29,40295.This_Is_the_Way_the_World_Ends,3
29,2512269.Play_Bridge_with_Reese,1
29,251972.Sweet_Liar,2
29,26858793-noisy-nora,1
30,15739726-running-wild,3
30,91475.White_Night,2
30,3457715-bliss,1
30,3063563-true-believer-at-first-sight,2
30,233933.All_We_Are_Saying,2
30,12157407-in-the-after,3
30,21520185-the-two-towers,3
30,396836.The_Fall_of_Shane_MacKade,2
30,1527413.The_Amazing_Story_of_Adolphus_Tips,3
30,1729146.Raven_Rise,2
31,4538.The_View_from_Saturday,3
31,17975383-digital-mind-jail,3
31,2143461.Walt_Disney_s_Mickey_and_the_Beanstalk,1
31,19004928-the-blink-of-her-eye,1
31,74532.George_s_Marvellous_Medicine,4
31,12735319-heaven,1
31,6963764-captain-s-share,2
31,253071.The_Future_Eaters,2
31,36055526-obsession-mine,2
32,60179.The_Lost_Princess_of_Oz,2
32,1429768.Wishes_Kisses_and_Pigs,2
32,891671.Winter_in_Madrid,5
32,30119.Where_the_Sidewalk_Ends,1
32,27577.What_Went_Wrong_The_Clash_Between_Islam_Modernity_in_the_Middle_East,2
32,6578293-dog-days,1
32,7775741-the-age-of-odin,1
32,78629.Tortured_for_Christ,2
32,18668056-the-glass-sentence,1
32,107796.Rebellious_Desire,1
32,6259.Birdsong,2
32,207533.Someday_Angeline,2
33,336734.Living_in_the_Light,3
33,2653622-the-keepsake,2
33,235718.Succubus_Blues,1
33,2342943.Oh_My_Gods_,1
33,80536.Little_Earthquakes,1
33,29981.The_Island_of_Doctor_Moreau,2
33,1051620.The_Innocent_Mage,1
33,17714301-the-prayer-box,1
33,31117059-a-piece-of-the-world,1
33,13419139-what-a-ghoul-wants,2
33,297909.Transfigurations,1
34,630684.King_Midas_and_the_Golden_Touch,1
34,12401556-the-age-of-miracles,1
34,17981458-flight-of-the-red-bandit,1
34,59715.The_Authoritative_Calvin_and_Hobbes,1
34,13573412-not-exactly-a-love-story,1
34,6324785-bodyworld,3
34,377895.A_Stranger_at_Green_Knowe,3
35,6801755-flow-down-like-silver,2
35,60218.I_m_In_No_Mood_For_Love,3
35,7101484-firsts,2
35,2623.Great_Expectations,3
35,756712.The_Tale_of_Benjamin_Bunny,5
35,178658.The_Making_of_New_World_Slavery,1
35,19615646-sophie,1
35,757438.The_Man_Who_Planted_Trees,1
35,93157.The_Monk,1
35,781653.Montana_1948,2
35,747637.Black_Beauty,4
35,93996.Hitler,2
35,3975186-true-colors,1
36,19185094-the-passion-of-patrick-macneill,3
36,114549.Doctor_Who,1
36,813214.The_Mist,1
36,3755301-tiger-moon,1
36,80660.We_Need_to_Talk_About_Kevin,2
36,12447.You_Can_t_Go_Home_Again,1
37,3507.Twelve_Sharp,2
37,31364.What_Came_Before_He_Shot_Her,3
37,6537.From_Potter_s_Field,1
37,7682.The_Great_Train_Robbery,1
37,699709.Borden_Chantry,1
37,127582.The_Atlas_of_Pern,3
37,8513841-the-renfield-syndrome,1
37,7935687-the-clockwork-three,4
38,772756.Vows,1
38,1123549.The_Lonesome_Gods,1
38,5053.The_Man_From_St_Petersburg,2
38,3985.The_Amazing_Adventures_of_Kavalier_Clay,3
38,29739029-little-red,2
38,132606.Mr_Impossible,2
38,2856645-bog-child,2
38,101086.Stonehenge,1
38,54944064-the-unraveling-of-cassidy-holmes,1
38,13773346-a-game-for-swallows,1
39,1584974.Lord_of_the_Fading_Lands,1
39,40515052-harley-merlin-and-the-secret-coven,1
39,7048818-how-an-economy-grows-and-why-it-crashes,1
39,41536.My_Soul_to_Keep,5
39,6934395-midnight,1
39,143691.Shadow_Man,4
39,18586621-until-the-end-of-the-world,1
39,17334062-the-fall-of-the-hotel-dumort,1
40,459746.Georgia_on_Her_Mind,1
40,3303523-what-they-didn-t-know,2
40,6441387-broadway-lights,4
40,23264731-art-soul,3
40,12777554-light-through-the-cracks,1
40,93996.Hitler,1
40,4961048-wishful-drinking,2
40,15762657-seducing-cinderella,1
40,82795.Johnny_Angel,1
41,257333.The_Golden_Key,1
41,5586327-i-can-see-you,4
41,173363.The_Red_Carpet,1
41,17437203-the-geneva-decision,2
41,22540125-after-we-collided,1
41,18467802-euphoria,2
41,115037.The_Mystery_of_Humanity,1
41,18798988-break-me,1
41,3699512-we-are-quiet-we-are-loud,1
41,10046958-hotel-no-tell,2
42,24929.Lost,2
42,18478848-karpal-singh,2
42,49006.The_Darkest_Hour,3
42,807609.Souls_Raised_from_the_Dead,1
42,18129488-black-butler-vol-16,2
42,112754.Kiss_of_the_Highlander,3
42,17910048-the-goblin-emperor,3
42,6940978-septimus-heap,1
42,12114440-fury-s-kiss,1
42,18270740-her-dragon-to-slay,1
43,10290243-spider-s-revenge,2
43,8639945-life-without-limits,1
43,71785.A_Common_Life,2
43,4902793-sookie-stackhouse-7-copy-boxed-set,1
43,11913075-the-hunt,3
43,136096.If_Not_Now_When_,2
43,9633188-everdark,1
43,7775631-the-back-door-of-midnight,2
43,48848553-the-white-rose-resists,2
43,1274345.Mona_Lisa_Craving,3
44,982011.Alfred_Hitchcock_s_Get_Me_to_the_Wake_on_Time,2
44,557332.Prom_Nights_from_Hell,1
44,47693.The_Day_I_Swapped_My_Dad_for_Two_Goldfish,1
44,951179.The_Best_Little_Boy_in_the_World,3
44,19066.Underdog,2
44,77433.The_Surgeon_s_Mate,1
44,17874069-my-butterfly,3
44,6505012-the-nameless-city,2
44,7832174-chosen,1
44,34038977-dark-angel,3
44,32418.Hannibal,2
44,31196796-le-caprice-des-dieux,4
44,22929578-the-fixer,1
44,11026.Barnaby_Rudge,2
44,45343.The_Nixie_s_Song,1
45,44766.Purple_Cane_Road,2
45,10674653-in-seconds,1
45,7881882-flin-s-destiny,1
45,1261859.Rematch,1
45,16136176-freak-of-nature,1
45,10916761-a-glamorously-unglamorous-life,1
45,12988064-reunited,2
45,1071338.Amy_Number_Seven,2
45,228128.Cage_of_Stars,1
45,414692.All_Through_the_Night,1
45,839499.Heart_Full_of_Lies,2
45,61463.The_Winter_Queen,1
45,34310.The_Glass_Lake,1
45,101205.Mildred_Pierce,2
45,9004758-from-bad-to-cursed,1
45,9647908-the-ideal-man,2
46,11008145-trick-of-the-dark,1
46,47922.Because_I_m_Worth_It,2
46,13536860-fifty-shades-freed,1
46,71863.A_Killing_Frost,2
46,6455548-nerds,2
46,26074185-ruined,2
46,49628682-heartstopper,5
46,58854.Without_a_Trace,2
46,17909684-i-remember,1
46,28800006-onyx-webb,3
46,511260.Aunt_Dimity,1
46,13419382-the-nude,5
46,43576.Twentieth_Century_Eightball,1
46,24076419-in-sickness-and-in-health,2
46,67376.The_Book_of_Love,2
46,20311827-a-dark-heart,1
47,33956433-city-of-saints-thieves,1
47,77366.The_Hero_and_the_Crown,2
47,532509.Fashion_and_Fiction,3
47,25014114-history-is-all-you-left-me,1
47,959613.A_Glastonbury_Romance,4
47,326911.Warriors,1
47,11952268-doomed,2
47,13597930-chasing-nikki,5
47,6806633-the-dirty-dozen,2
47,9521859-branded,4
47,8312889-moon-burning,1
47,108570.The_Resort,2
47,6339989-vampire-academy-collection,2
48,575080.The_Deadline,1
48,536478.The_First_Men_in_the_Moon,2
48,9297264-the-baby-thief,1
48,476749.The_Heart_of_Myrial,1
48,173454.The_Divine_Conspiracy,1
48,449017.Praise_of_Folly,2
48,11337189-a-universe-from-nothing,2
48,6871031-son-of-perdition,1
48,96884.The_Happiness_Hypothesis,3
48,590198.The_Bishop_s_Heir,3
48,30748899-embers-of-war,2
48,176827.Brightly_Burning,1
49,27558677-the-girl-from-the-train,1
49,38720939-a-very-large-expanse-of-sea,5
49,74928.Hellsing_Vol_01,1
49,9373213-to-write-love-on-her-arms,2
49,10948240-mississippi-cotton,1
49,7137645-counterfeit-gods,2
50,200137.Ethics_for_the_New_Millennium,2
50,29868610-scrappy-little-nobody,2
50,36647568-the-truth-seeker-s-handbook,2
50,84748.Mr_Midshipman_Hornblower,3
50,560535.Shadow_of_the_Moon,2
51,664773.The_Kingdom_at_the_End_of_the_Road,1
51,102534.The_Sagas_of_Icelanders,2
51,25692886-borderline,3
51,18339630-all-my-puny-sorrows,2
51,809972.Bridie_and_Finn,2
51,381602.The_Song_of_the_Cardinal,1
51,545421.Narrow_Rooms,1
51,74696.The_Stone_Angel,1
52,359410.Elsewhere,2
52,18492859-immortal,1
52,35120549-i-am-not-a-serial-killer,1
52,25663717-the-two-family-house,1
52,13538641-killing-kennedy,1
52,59821.Red_Lily,5
52,8076962-cheat-the-grave,1
52,7530028-staying-power,1
52,26634594-the-rise-and-fall-of-american-growth,2
52,1478023.The_Darkness,5
52,18825.Money,3
52,18045490-grim-shadows,3
52,290.Jesus_the_Son_of_Man,1
52,2771105-unlawful-contact,2
52,6029797-love-at-first-flight,1
53,5453.Forever_in_Blue,1
53,17260056-a-love-like-this,3
53,17849112-world-after,1
53,669852.A_Father_s_Promise,2
53,80670.Otherwise_Known_as_Sheila_the_Great,5
53,1540.The_Oedipus_Cycle,1
53,69005.Always,1
53,473869.A_Fistful_of_Sky,1
53,15734528-magical-mayhem,5
53,13152510-taming-tigers,2
53,3392285-dead-is-a-state-of-mind,3
53,19068.The_Nicomachean_Ethics,5
53,1156197.The_Lifeguard,4
54,33805430-siren-s-song,2
54,189428.The_Private_World_of_Tasha_Tudor,2
54,1678745.Legion,2
54,9264106-what-comes-after,2
54,116378.The_Highwayman,1
54,616783.T2,1
54,399896.A_Secret_Love,2
54,8087906-river-marked,1
54,17794325-from-the-fatherland-with-love,1
54,529016.East_Coast_Crisis,1
54,112518.The_Garden_of_Rama,4
55,46654.The_Foundation_Trilogy,1
55,41967.Evening_Class,2
55,626361.Wilt_On_High,2
55,2336407.Thor_by_J_Michael_Straczynski_Volume_1,3
55,506145.Eumeswil,2
55,48862.Brighton_Rock,2
55,25486572-payment-in-memories,2
55,18090077-the-kept,1
55,17286694-coreyography,2
55,12079.Ludwig_Wittgenstein,1
55,16536.The_Fabulous_Riverboat,1
56,481335.The_Vision,3
56,8697204-captured-by-the-highlander,1
56,15851966-radiant,1
56,28194.Inkheart,2
56,22934470-the-forget-me-not-summer,1
56,17865385-fate-s-path,2
56,11526739-you-ll-be-sorry-when-i-m-dead,2
56,16405.Sunset_at_Blandings,1
56,610718.Jennie,2
56,181077.Sadako_and_the_Thousand_Paper_Cranes,3
56,22895738-it-s-you,1
56,352828.Kingdom_s_Dawn,2
56,30230.Anita_Blake_Vampire_Hunter_Collection_1_4,3
56,129504.Leaving_Church,1
57,33811.By_the_Rivers_of_Babylon,3
57,92555.The_Pesthouse,1
57,26936.Rock_Springs,1
57,1355465.How_Fiction_Works,2
57,74403.The_Deptford_Trilogy,2
57,75024.The_Templar_Legacy,4
57,37787316-fragments,1
57,13330603-the-sandcastle-girls,2
57,762462.One_Up_On_Wall_Street,1
57,7235208-as-simple-as-it-seems,1
57,724834.Swift_as_Desire,3
57,255371.Casting_the_Runes_and_Other_Ghost_Stories,1
58,6357708-sisters-red,1
58,7116365-lucid-intervals,1
58,13480718-set-in-stone,2
58,426952.The_Silver_Call,2
58,4631.A_Moveable_Feast,2
58,20454611-the-enchanter-heir,2
58,8787.The_White_Masai,2
58,413681.David_Attenborough_s_Life_on_Air,2
58,8475505-rebel-belle,1
58,8872180-i-don-t-want-to-kill-you,1
59,34851664-the-chase,1
59,6619072-children-of-dust,1
59,600791.Code_Name_God,1
59,741635.Everybody_Say_Amen,4
59,207259.Adventures_in_Prayer,1
59,474634.The_Wedding_Girl,1
59,8508126-on-the-soul-of-a-vampire,1
59,16041169-disastrous,3
60,9579882-choices-of-one,1
60,27225750-big-magic,3
60,754587.Amateurs,1
60,560535.Shadow_of_the_Moon,1
60,17707648-the-hen-who-dreamed-she-could-fly,1
60,6217.Kristin_Lavransdatter,1
60,65470.Love_s_Unfolding_Dream,5
61,416318.The_Ego_and_Its_Own,5
61,15819028-the-golem-and-the-jinni,3
61,12678461-amped,1
61,6505109-roses,1
61,96647.Scar_Tissue,3
61,44133.The_Winter_s_Tale,2
61,3198692-connecting,2
61,529582.The_Demon_Awakens,1
61,156563.First_Lady,3
61,7116365-lucid-intervals,3
62,15926.Nights_in_Rodanthe,3
62,282773.Olive_s_Ocean,2
62,6089708-double-play,1
62,26192646-sweetbitter,3
62,1375.The_Iliad_The_Odyssey,3
63,17262159-never-go-back,1
63,17164521-a-child-is-torn,1
63,11869272-behind-the-beautiful-forevers,1
63,5358.The_Firm,2
63,1030384.Stormrider,2
63,7962335-downpour,1
63,694270.Green_River_Rising,1
63,455930.Echo_Burning,2
63,7025989-her-vampire-husband,5
63,22566588-i-can-cook-pastry,1
63,474634.The_Wedding_Girl,2
63,129312.Destiny,3
63,456920.Tales_from_Watership_Down,2
64,8602369-degenerates,3
64,12986169-embers-echoes,1
64,47952.Sebastian,5
64,383950.On_the_Edge_of_Darkness,3
64,518848.Sabriel,5
64,286136.Leven_Thumps_and_the_Whispered_Secret,1
64,18350798-menagerie,2
64,12764606-spy-for-the-queen-of-scots,1
64,9663855-the-watchtower,1
65,758614.Star_Wars,1
65,17975557-betrothed,1
65,10866624-unspoken,2
65,21948649-the-children-of-old-leech,3
65,1851655.Once_a_Pirate,1
65,92408.Shardik,2
65,417656.The_Stress_of_Her_Regard,2
65,13246736-antigoddess,2
66,18130046-ender-in-flight,2
66,63445.Buffalo_Girls,1
66,30755001-music-of-the-ghosts,1
66,682919.Two_from_Galilee,3
66,1049531.The_Price_We_Paid,4
66,173502.Ruthless_Trust,1
66,19840152-castles,4
67,10562648-wrapped-up-in-you,1
67,27695.Nine_Coaches_Waiting,3
67,37737.Fudge_a_Mania,1
67,169338.In_the_Footsteps_of_the_Prophet,2
67,16729.Beach_Music,4
67,349560.The_Wise_Woman_and_Other_Stories,3
67,18490595-zibaldone,1
67,52782.Seize_the_Day,2
67,77398.Gap_Creek,4
68,25418.When_I_Was_Puerto_Rican,3
68,139569.Stone_Butch_Blues,3
68,25089665-just-another-number,4
68,167403.The_Innocent,2
68,6309380-k2,1
68,12607983-gold-babies-and-the-brothers-muldoon,1
69,8348904-the-neon-court,1
69,944073.The_Blade_Itself,2
69,9992246-eating-smoke,2
69,8707554-the-black,2
69,2418888.Skim,1
69,10298443-the-last-season,2
69,61539.The_Structure_of_Scientific_Revolutions,1
69,25381716-quest-for-the-virgins,1
69,149840.A_Gift_Upon_the_Shore,1
69,24683898-the-death-of-dulgath,4
70,206855.Mine_to_Take,1
70,773549.The_Snowman_s_Children,2
70,18223628-the-professional,4
70,7332753-hitch-22,1
70,510569.The_Greek_Myths,1
71,15842280-fifty-shades-of-alice-through-the-looking-glass,1
71,1118874.The_Fifth_Profession,1
71,1333320.Relentless,1
71,33455.Island_of_the_Sequined_Love_Nun,1
71,7904158-choker,2
71,80616.The_Thin_Man,1
71,15840340-betwixt,2
71,153032.The_Mystery_of_the_UFO,1
71,10808013-the-impossible-dead,4
71,3352685-sun-mountain,2
71,6917482-the-cult-of-osiris,1
72,12744030-the-princess-the-penis,1
72,19066.Underdog,1
72,16182.The_Favored_Child,1
72,4954833-brooklyn,4
72,426492.The_King_s_Pleasure,1
72,6758331-the-darkest-passion,2
72,18223625-the-professional,2
72,498744.Grandmaster,1
72,6285903-retribution-falls,1
72,12451769-sins-of-the-son,2
73,3845819-death,3
73,8518644-sixth-grade-can-really-kill-you,1
73,78960.Good_Wives,2
74,13983.The_Wizard_of_London,2
74,8477626-amber-magic,2
74,759234.The_Heartbreakers,3
74,250192.The_Buddha_In_Daily_Life,1
74,5599045-breathless,1
74,54330.On_Hitler_s_Mountain,1
74,15813668-fifth-grave-past-the-light,1
74,2954411-living-dead-girl,1
74,5604848-destined-for-an-early-grave,1
74,10242444-the-strip,2
74,106085.Masquerade,1
75,423925.The_Cut_Throat_Celts,1
75,161426.How_I_Live_Now,3
75,22249695-masterminds,3
75,18667769-the-merciless,1
75,10866233-the-list,1
75,18222556-a-snicker-of-magic,4
75,24455791-soul-tweets,3
75,3474186-forever-princess,1
75,862017.The_Mystery_of_the_99_Steps,3
75,13146214-because-of-low,3
76,8428985-half-way-home,2
76,72257.The_Fig_Eater,1
76,16173923-refuge,2
76,1862313.Lush_Life,4
76,402401.Crazy_Ladies,1
76,16286.The_Magus,2
76,581811.Valley_of_the_Dolls,1
76,30555488-the-underground-railroad,3
76,17621449-dreamwalker,3
76,28485843-please-don-t-tell-my-parents-i-ve-got-henchmen,2
76,497121.Memoirs_Found_in_a_Bathtub,1
77,36368624-wilde-about-the-girl,3
77,747558.Sweet_Ruin,1
77,26131641-miller-s-valley,2
77,23287159-love-may-fail,3
77,484028.City_of_Quartz,2
77,15842280-fifty-shades-of-alice-through-the-looking-glass,1
77,25678149-taking-the-fall,1
77,12363622-deadly-captive,1
77,23346643-the-gracekeepers,1
77,6609588-morning-s-refrain,1
77,60057.Lucia_Lucia,2
77,6554495-sapphire,1
78,34838876-22-s-diary,1
78,16110927-against-the-tide,1
78,2044979.A_Sister_s_Promise,3
78,7005584-or-is-that-just-me,1
78,18129488-black-butler-vol-16,1
78,47955.The_House_of_Gaian,2
