"bookId","title","series","author","rating","description","language","isbn","genres","characters","bookFormat","edition","pages","publisher","publishDate","firstPublishDate","awards","numRatings","ratingsByStars","likedPercent","setting","coverImg","bbeScore","bbeVotes","price"
"19543.Where_the_Wild_Things_Are","Where the Wild Things Are","","Maurice Sendak","4.22","Max, a wild and naughty boy, is sent to bed without his supper by his exhausted mother. In his room, he imagines sailing far away to a land of Wild Things. Instead of eating him, the Wild Things make Max their king.","English","9780099408390","['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Fantasy', 'Adventure', 'Young Adult', 'Animals', 'Kids', 'Monsters']","['Max Cannon']","Paperback","","37","Red Fox","10/28/00","04/19/63","['Caldecott Medal (1964)', 'Lewis Carroll Shelf Award', 'Indies Choice Book Award for Picture Book Hall of Fame (2009)']","816934","['434637', '206951', '116646', '36075', '22625']","93","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384434560l/19543.jpg","502762","5479",3.67
"23772.Green_Eggs_and_Ham","Green Eggs and Ham","","Dr. Seuss","4.30","“Do you like green eggs and ham?” asks Sam-I-am in this Beginner Book by Dr. Seuss. In a house or with a mouse? In a boat or with a goat? On a train or in a tree? Sam keeps asking persistently. With unmistakable characters and signature rhymes, Dr. Seuss’s beloved favorite has cemented its place as a children’s classic. In this most famous of cumulative tales, the list of places to enjoy green eggs and ham, and friends to enjoy them with, gets longer and longer. Follow Sam-I-am as he insists that this unusual treat is indeed a delectable snack to be savored everywhere and in every way. Originally created by Dr. Seuss, Beginner Books encourage children to read all by themselves, with simple words and illustrations that give clues to their meaning.","English","9780394800165","['Childrens', 'Picture Books', 'Classics', 'Fiction', 'Poetry', 'Fantasy', 'Humor', 'Kids', 'Food', 'Young Adult']","['Sam-I-Am']","Hardcover","","62","Random House Books for Young Readers","10/28/88","06/28/60","[]","616631","['345538', '154254', '84286', '20797', '11756']","95","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468680100l/23772.jpg","497706","5477",2.98
"1381.The_Odyssey","The Odyssey","","Homer, Robert Fagles (Translator), Bernard Knox (Introduction)","3.77","Sing to me of the man, Muse, the man of twists and turnsdriven time and again off course, once he had plunderedthe hallowed heights of Troy.So begins Robert Fagles' magnificent translation of the Odyssey, which Jasper Griffin in The New York Times Review of Books hails as ""a distinguished achievement.""If the Iliad is the world's greatest war epic, then the Odyssey is literature's grandest evocation of everyman's journey though life. Odysseus' reliance on his wit and wiliness for survival in his encounters with divine and natural forces, during his ten-year voyage home to Ithaca after the Trojan War, is at once a timeless human story and an individual test of moral endurance. In the myths and legends that are retold here, Fagles has captured the energy and poetry of Homer's original in a bold, contemporary idiom, and given us an Odyssey to read aloud, to savor, and to treasure for its sheer lyrical mastery.Renowned classicist Bernard Knox's superb Introduction and textual commentary provide new insights and background information for the general reader and scholar alike, intensifying the strength of Fagles' translation.This is an Odyssey to delight both the classicist and the public at large, and to captivate a new generation of Homer's students.--Robert Fagles, winner of the PEN/Ralph Manheim Medal for Translation and a 1996 Academy Award in Literature from the American Academy of Arts and Letters, presents us with Homer's best-loved and most accessible poem in a stunning new modern-verse translation.","English","9780143039952","['Classics', 'Fiction', 'Poetry', 'Mythology', 'Fantasy', 'School', 'Literature', 'Adventure', 'Read For School', 'Historical Fiction']","['Odysseus', 'Penelope (wife of Odysseus)', 'Helen of Troy', 'Achilles (Greek hero)', 'Telemachus', 'Minerva', 'Polyphemus', 'Agamemnon']","Paperback","","541","Penguin Classics","11/30/06","10/28/00","[]","861486","['265910', '274273', '213021', '74221', '34061']","87","['Ithaca (Greece)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390173285l/1381.jpg","494442","5437",3.65
"4214.Life_of_Pi","Life of Pi","","Yann Martel","3.91","Life of Pi is a fantasy adventure novel by Yann Martel published in 2001. The protagonist, Piscine Molitor ""Pi"" Patel, a Tamil boy from Pondicherry, explores issues of spirituality and practicality from an early age. He survives 227 days after a shipwreck while stranded on a boat in the Pacific Ocean with a Bengal tiger named Richard Parker.","English","9780770430078","['Fiction', 'Fantasy', 'Classics', 'Adventure', 'Contemporary', 'Novels', 'Literature', 'Magical Realism', 'India', 'Philosophy']","['Pi Patel', 'Richard Parker']","Paperback","","460","Seal Books","08/29/06","09/11/01","['Booker Prize (2002)', 'Bollinger Everyman Wodehouse Prize Nominee for Comic Fiction (2003)', 'Exclusive Books Boeke Prize (2003)', ""Governor General's Literary Awards / Prix littéraires du Gouverneur général Nominee for Fiction (2001)"", 'Lincoln Award Nominee (2005)', 'Deutscher Bücherpreis for Belletristik (2004)', 'CBC Canada Reads Nominee (2003)', 'Luisterboek Award Nominee (2015)', ""QWF (Quebec Writer's Federation) Award for Paragraphe Hugh MacLennan Prize for Fiction (2001)"", 'Asian/Pacific American Award for Literature for Adult Fiction (2003)']","1339076","['464957', '475177', '264628', '87693', '46621']","90","['Pacific Ocean', 'Pondicherry (India)', 'Toronto, Ontario (Canada)', 'Tomatlan (Mexico)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320562005l/4214.jpg","490471","5307",2.86
"1953.A_Tale_of_Two_Cities","A Tale of Two Cities","","Charles Dickens, Richard Maxwell (Editor/Introduction)","3.85","After eighteen years as a political prisoner in the Bastille, the ageing Doctor Manette is finally released and reunited with his daughter in England. There the lives of two very different men, Charles Darnay, an exiled French aristocrat, and Sydney Carton, a disreputable but brilliant English lawyer, become enmeshed through their love for Lucie Manette. From the tranquil roads of London, they are drawn against their will to the vengeful, bloodstained streets of Paris at the height of the Reign of Terror, and they soon fall under the lethal shadow of La Guillotine.","English","9780141439600","['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Historical', 'Novels', 'School', 'Classic Literature', '19th Century', 'British Literature']","['Sydney Carton', 'Charles Darnay', 'Lucie Manette', 'Madame Therese Defarge', 'Dr. Alexandre Manette']","Paperback","Penguin Classics (UK/CAN/USA)","489","Penguin Books","10/28/03","11/26/59","[]","810000","['277631', '259424', '176879', '63052', '33014']","88","['Paris (France)', 'London, England']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344922523l/1953.jpg","488900","5365",1.12
"43641.Water_for_Elephants","Water for Elephants","","Sara Gruen (Goodreads Author)","4.09","Winner of the 2007 BookBrowse Award for Most Popular Book.An atmospheric, gritty, and compelling novel of star-crossed lovers, set in the circus world circa 1932, by the bestselling author of Riding Lessons. When Jacob Jankowski, recently orphaned and suddenly adrift, jumps onto a passing train, he enters a world of freaks, drifters, and misfits, a second-rate circus struggling to survive during the Great Depression, making one-night stands in town after endless town. A veterinary student who almost earned his degree, Jacob is put in charge of caring for the circus menagerie. It is there that he meets Marlena, the beautiful young star of the equestrian act, who is married to August, the charismatic but twisted animal trainer. He also meets Rosie, an elephant who seems untrainable until he discovers a way to reach her. Beautifully written, Water for Elephants is illuminated by a wonderful sense of time and place. It tells a story of a love between two people that overcomes incredible odds in a world in which even love is a luxury that few can afford.","English","9781565125605","['Fiction', 'Historical Fiction', 'Romance', 'Historical', 'Adult', 'Adult Fiction', 'Contemporary', 'Book Club', 'Novels', 'Animals']","['Jacob Jankowski', 'August (Water for Elephants)', 'Rosie Noah', 'Camel', 'Uncle Al', 'Kinko/Walter', ""Marlena L'Arche"", 'Rosemary (Water for Elephants)']","Paperback","","335","Algonquin Books","05/01/07","05/28/06","['Book Sense Book of the Year Award for Adult Fiction (2007)', 'ALA Alex Award (2007)', 'The Quill Award Nominee for General Fiction (2006)', 'LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)']","1379584","['545209', '512513', '242028', '59367', '20467']","94","['United States of America', 'Joliet, Illinois (United States)', 'Ithaca, New York (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494428973l/43641._SY475_.jpg","474329","5110",3.46
"7604.Lolita","Lolita","","Vladimir Nabokov, Craig Raine (Afterword)","3.89","Humbert Humbert - scholar, aesthete and romantic - has fallen completely and utterly in love with Lolita Haze, his landlady's gum-snapping, silky skinned twelve-year-old daughter. Reluctantly agreeing to marry Mrs Haze just to be close to Lolita, Humbert suffers greatly in the pursuit of romance; but when Lo herself starts looking for attention elsewhere, he will carry her off on a desperate cross-country misadventure, all in the name of Love. Hilarious, flamboyant, heart-breaking and full of ingenious word play, Lolita is an immaculate, unforgettable masterpiece of obsession, delusion and lust.","English","B00IIAQY3Q","['Classics', 'Fiction', 'Literature', 'Novels', 'Russia', 'Romance', 'Russian Literature', 'Literary Fiction', '20th Century', 'Adult']","['Humbert Humbert', 'Dolores “Lolita” Haze', 'Charlotte Haze', 'Clare Quilty']","Paperback","New Edition, Penguin Modern Classics","331","Penguin","10/28/95","09/28/55","['National Book Award Finalist for Fiction (1959)']","663069","['236731', '215063', '137868', '47097', '26310']","89","['United States of America']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377756377l/7604.jpg","461887","4976",""
"4981.Slaughterhouse_Five","Slaughterhouse-Five","","Kurt Vonnegut Jr.","4.08","Selected by the Modern Library as one of the 100 best novels of all time, Slaughterhouse-Five, an American classic, is one of the world's great antiwar books. Centering on the infamous firebombing of Dresden, Billy Pilgrim's odyssey through time reflects the mythic journey of our own fractured lives as we search for meaning in what we fear most.","English","9780385333849","['Classics', 'Fiction', 'Science Fiction', 'War', 'Historical Fiction', 'Literature', 'Novels', 'Time Travel', 'American', 'Fantasy']","['Billy Pilgrim', 'Kilgore Trout', 'Eliot Rosewater', 'Roland Weary', 'Paul Lazzaro', 'Edgar Derby', 'Robert Pilgrim', 'Valencia Merble', 'Barbara Pilgrim', 'Howard W. Campbell Jr.', 'Montana Wildhack', 'Bertam Copeland Rumfoord']","Paperback","","275","Dial Press","01/12/99","10/28/69","['Hugo Award Nominee for Best SF Novel (1970)', 'Nebula Award Nominee for Best Novel (1969)', 'National Book Award Finalist for Fiction (1970)', ""Chicago Publishers' Award (1970)""]","1129210","['475782', '379252', '187946', '55979', '30251']","92","['Dresden (Germany)', 'Tralfamadore', 'Ilium (United States)', 'Ardennes (Belgium)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440319389l/4981.jpg","448769","4858",8.5
"35031085-frankenstein","Frankenstein: The 1818 Text","","Mary Wollstonecraft Shelley, Charlotte Gordon (Goodreads Author) (Introduction)","3.81","Mary Shelley's seminal novel of the scientist whose creation becomes a monsterThis edition is the original 1818 text, which preserves the hard-hitting and politically charged aspects of Shelley's original writing, as well as her unflinching wit and strong female voice. This edition also includes a new introduction and suggestions for further reading by author and Shelley expert Charlotte Gordon, literary excerpts and reviews selected by Gordon and a chronology and essay by preeminent Shelley scholar Charles E. Robinson.","English","9780143131847","['Classics', 'Fiction', 'Horror', 'Science Fiction', 'Gothic', 'Fantasy', 'School', 'Literature', 'Novels', '19th Century']","['Elizabeth Lavenza', 'William Frankenstein', 'Robert Walton', 'Henry Clerval', 'Alphonse Frankenstein', 'Caroline Beaufort Frankenstein', 'Ernest Frankenstein', 'Justine Moritz', 'Agatha', 'Felix', 'Victor Frankenstein', 'The Monster', 'De Lacey', 'Safie']","Paperback","","288","Penguin Classics","03/08/18","10/28/18","[]","1162638","['350758', '399756', '287215', '89125', '35784']","89","['Geneva (Switzerland)', 'Ingolstadt (Germany)', 'Ireland', 'Milano (Italy)', 'Como (Italy)', 'Livorno (Italy)', 'Napoli (Italy)', 'Lausanne (Switzerland)', 'Chamounix (France)', 'England', 'Orkney, Scotland']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498841231l/35031085.jpg","438548","4912",8.75
"77203.The_Kite_Runner","The Kite Runner","","Khaled Hosseini (Goodreads Author), Berliani M. Nugrahani (Translator)","4.30","The unforgettable, heartbreaking story of the unlikely friendship between a wealthy boy and the son of his father’s servant, The Kite Runner is a beautifully crafted novel set in a country that is in the process of being destroyed. It is about the power of reading, the price of betrayal, and the possibility of redemption; and an exploration of the power of fathers over sons—their love, their sacrifices, their lies.A sweeping story of family, love, and friendship told against the devastating backdrop of the history of Afghanistan over the last thirty years, The Kite Runner is an unusual and powerful novel that has become a beloved, one-of-a-kind classic.--khaledhosseini.com","English","9999999999999","['Fiction', 'Historical Fiction', 'Contemporary', 'Classics', 'Novels', 'Historical', 'Literature', 'Adult', 'Adult Fiction', 'Drama']","['Amir', 'Hassan', 'Assef', 'Bába', 'Sohrab', 'Soraya', 'Rahim Khan']","Paperback","First Riverhead trade paperback edition: May 2004","371","Riverhead Books","05/28/04","05/29/03","['Borders Original Voices Award for Fiction (2003)', ""Humo's Gouden Bladwijzer (2008)"", 'Exclusive Books Boeke Prize (2004)', 'ALA Alex Award (2004)', 'Puddly Award for Fiction (2006)', 'Lincoln Award Nominee (2006)', 'Prix des libraires du Québec for Lauréats hors Québec (2006)', 'LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)']","2424976","['1264965', '781294', '268359', '70243', '40115']","95","['Kabul (Afghanistan)', 'Fremont, California (United States)', 'Afghanistan', 'Peshawar (Pakistan)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579036753l/77203._SY475_.jpg","437288","4774",""
"38447.The_Handmaid_s_Tale","The Handmaid's Tale","The Handmaid's Tale #1","Margaret Atwood (Goodreads Author)","4.11","Offred is a Handmaid in the Republic of Gilead. She may leave the home of the Commander and his wife once a day to walk to food markets whose signs are now pictures instead of words because women are no longer allowed to read. She must lie on her back once a month and pray that the Commander makes her pregnant, because in an age of declining births, Offred and the other Handmaids are valued only if their ovaries are viable. Offred can remember the years before, when she lived and made love with her husband, Luke; when she played with and protected her daughter; when she had a job, money of her own, and access to knowledge. But all of that is gone now . . . Funny, unexpected, horrifying, and altogether convincing, The Handmaid's Tale is at once scathing satire, dire warning, and tour de force.","English","9999999999999","['Fiction', 'Classics', 'Dystopia', 'Science Fiction', 'Feminism', 'Fantasy', 'Adult', 'Audiobook', 'Literature', 'Novels']","['The Commander', 'Offred', 'Serena Joy', 'Ofglen', 'Nick', 'Moira', 'Luke Castellan']","Paperback","1st Anchor Books edition","314","Anchor Books","04/28/98","08/28/85","['Booker Prize Nominee (1986)', 'Nebula Award Nominee for Best Novel (1986)', 'Locus Award Nominee for Best SF Novel (1987)', 'Arthur C. Clarke Award (1987)', 'Audie Award for Fiction (2013)', 'Los Angeles Times Book Prize for Fiction (1986)', 'Prometheus Award Nominee for Best Novel (1987)', 'James Tiptree Jr. Award Nominee for Retrospective (1995)', ""Governor General's Literary Awards / Prix littéraires du Gouverneur général for Fiction (1985)"", 'SF Chronicle Award Nominee for Novel (1987)', ""Commonwealth Writers' Prize Nominee for Best Book in Caribbean and Canada (1987)"", 'CBC Canada Reads Nominee (2002)', 'Metų verstinė knyga Nominee (2012)']","1459245","['616810', '517007', '227994', '64441', '32993']","93","['Cambridge, Massachusetts (United States)', 'Republic of Gilead']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578028274l/38447._SY475_.jpg","422994","4648",""
"3636.The_Giver","The Giver","The Giver #1","Lois Lowry (Goodreads Author)","4.13","Twelve-year-old Jonas lives in a seemingly ideal world. Not until he is given his life assignment as the Receiver does he begin to understand the dark secrets behind this fragile community.","English","9780385732550","['Young Adult', 'Fiction', 'Classics', 'Dystopia', 'Science Fiction', 'Fantasy', 'School', 'Childrens', 'Middle Grade', 'Read For School']","['Rosemary (Lois Lowry)', 'Jonas (Lois Lowry)', 'The Giver (Lois Lowry)', 'Gabriel (Lois Lowry)', 'Asher (Lois Lowry)', 'Fiona (Lois Lowry)', 'Mother (Lois Lowry)', 'Father (Lois Lowry)', 'The Chief Elder (Lois Lowry)', 'Lily (Lois Lowry)']","Paperback","","208","Ember","01/24/06","04/26/93","['Newbery Medal (1994)', ""Mythopoeic Fantasy Award Nominee for Children's Literature (1994)"", 'Golden Duck Award for Young Adult (Hal Clement Award) (1994)', 'Garden State Book Award for Teen Fiction Grades 6-8 (1996)', ""Buckeye Children's Book Award for Grade 6-8 (1997)"", 'Grand Canyon Reader Award for Teen Book (1995)', 'Maryland Black-Eyed Susan Book Award for Grade 6-9 (1995)', 'Golden Sower Award for Young Adult (1995)', ""Pennsylvania Young Readers' Choice Award for Grades 3-8 (1995)"", 'Soaring Eagle Book Award Nominee (1996)', ""Pacific Northwest Library Association Young Reader's Choice Award for Senior (1996)"", 'Boston Globe-Horn Book Award Nominee for Fiction (1993)', 'New Mexico Land of Enchantment Award (1997)', 'Eliot Rosewater Indiana High School Book Award (1997)', ""William Allen White Children's Book Award (1996)"", 'Wyoming Indian Paintbrush Nominee (1996)', ""NSK Neustadt Prize for Children's Literature Nominee (2013)"", 'Oklahoma Sequoyah Award for YA (1996)', ""Rebecca Caudill Young Readers' Book Award (1996)"", 'Hea Lasteraamat (2010)', 'Premi Protagonista Jove for Categoria 13-14 anys (2016)', 'Margaret A. Edwards Award (2007)']","1785054","['786988', '591426', '293684', '77858', '35098']","94","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342493368l/3636.jpg","418251","4566",7.15
"168668.Catch_22","Catch-22","Catch-22 #1","Joseph Heller","3.98","The novel is set during World War II, from 1942 to 1944. It mainly follows the life of Captain John Yossarian, a U.S. Army Air Forces B-25 bombardier. Most of the events in the book occur while the fictional 256th Squadron is based on the island of Pianosa, in the Mediterranean Sea, west of Italy. The novel looks into the experiences of Yossarian and the other airmen in the camp, who attempt to maintain their sanity while fulfilling their service requirements so that they may return home.","English","9780684833392","['Classics', 'Fiction', 'War', 'Historical Fiction', 'Humor', 'Literature', 'Novels', 'Unfinished', 'American', 'Historical']","['Yossarian', 'Chaplain Tappman', 'Milo Minderbinder', 'Nately']","Paperback","","453","Simon & Schuster","09/04/04","11/10/61","['National Book Award Finalist for Fiction (1962)']","723147","['289501', '230048', '130390', '47160', '26048']","90","['Pianosa (Italy)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463157317l/168668.jpg","408236","4454",3.32
"44767458-dune","Dune","Dune #1","Frank Herbert","4.23","Set on the desert planet Arrakis, Dune is the story of the boy Paul Atreides, heir to a noble family tasked with ruling an inhospitable world where the only thing of value is the “spice” melange, a drug capable of extending life and enhancing consciousness. Coveted across the known universe, melange is a prize worth killing for...When House Atreides is betrayed, the destruction of Paul’s family will set the boy on a journey toward a destiny greater than he could ever have imagined. And as he evolves into the mysterious man known as Muad’Dib, he will bring to fruition humankind’s most ancient and unattainable dream.","English","9780593099322","['Science Fiction', 'Fiction', 'Fantasy', 'Classics', 'Science Fiction Fantasy', 'Space Opera', 'Audiobook', 'Novels', 'Adventure', 'Adult']","['Stilgar', 'Vladimir Harkonnen', 'Duncan Idaho', 'Leto Atreides', 'Paul Atreides', 'Alia Atreides', 'Lady Jessica', 'Shaddam IV', 'Gurney Halleck']","Hardcover","Deluxe Edition","661","Ace Books","10/01/19","06/28/65","['Hugo Award for Best Novel (1966)', 'Nebula Award for Best Novel (1965)', 'Seiun Award 星雲賞 for Best Foreign Novel (1974)']","765785","['391252', '224627', '101953', '30795', '17158']","94","['Arrakis', 'Caladan', 'Giedi Prime', 'Harko', 'Arrakin', 'Sietch Tabr']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555447414l/44767458.jpg","406837","4394",29.34
"5043.The_Pillars_of_the_Earth","The Pillars of the Earth","Kingsbridge #1","Ken Follett (Goodreads Author)","4.31","Ken Follett is known worldwide as the master of split-second suspense, but his most beloved and bestselling book tells the magnificent tale of a twelfth-century monk driven to do the seemingly impossible: build the greatest Gothic cathedral the world has ever known.Everything readers expect from Follett is here: intrigue, fast-paced action, and passionate romance. But what makes The Pillars of the Earth extraordinary is the time the twelfth century; the place feudal England; and the subject the building of a glorious cathedral. Follett has re-created the crude, flamboyant England of the Middle Ages in every detail. The vast forests, the walled towns, the castles, and the monasteries become a familiar landscape. Against this richly imagined and intricately interwoven backdrop, filled with the ravages of war and the rhythms of daily life, the master storyteller draws the reader irresistibly into the intertwined lives of his characters into their dreams, their labors, and their loves: Tom, the master builder; Aliena, the ravishingly beautiful noblewoman; Philip, the prior of Kingsbridge; Jack, the artist in stone; and Ellen, the woman of the forest who casts a terrifying curse. From humble stonemason to imperious monarch, each character is brought vividly to life.The building of the cathedral, with the almost eerie artistry of the unschooled stonemasons, is the center of the drama. Around the site of the construction, Follett weaves a story of betrayal, revenge, and love, which begins with the public hanging of an innocent man and ends with the humiliation of a king.For the Movie tie-in edition with the same ISBN go to this Alternate Cover Edition","English","9999999999999","['Historical Fiction', 'Fiction', 'Historical', 'Fantasy', 'Classics', 'Medieval', 'Audiobook', 'British Literature', 'Novels', 'Adult']","['Thomas Becket', 'Henry II of England', 'Tom Builder', 'Prior Philip', 'Aliena', 'Jack Jackson', 'Stephen of England', 'Empress Matilda', 'William Hamleigh', 'Ellen', 'Richard of Kingsbridge', 'Alfred Builder', 'Waleran Bigod', 'Lord Percy Hamleigh', 'Lady Regan Hamleigh', 'Remigius']","Paperback","","976","NAL Trade","02/04/02","10/28/89","[]","648793","['354788', '189091', '71541', '21183', '12190']","95","['England']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1576956100l/5043.jpg","392260","4221",""
"149267.The_Stand","The Stand","","Stephen King (Goodreads Author), Bernie Wrightson (Illustrator)","4.34","This is the way the world ends: with a nanosecond of computer error in a Defense Department laboratory and a million casual contacts that form the links in a chain letter of death. And here is the bleak new world of the day after: a world stripped of its institutions and emptied of 99 percent of its people. A world in which a handful of panicky survivors choose sides -- or are chosen.","English","9780385199575","['Horror', 'Fiction', 'Fantasy', 'Science Fiction', 'Post Apocalyptic', 'Thriller', 'Dystopia', 'Apocalyptic', 'Audiobook', 'Classics']","['Stuart Redman', 'Glenn Bateman', 'Nick Andros', 'Tom Cullen', 'Nadine Cross', 'Fran Goldsmith', 'Harold Lauder', 'Joe/Leo Rockway', 'Mother Abigail Freemantle', 'Randall Flagg', 'Trashcan Man', 'The Anti-Christ', 'Judge Farris', 'Larry Underwood', 'General William Starkey', 'Major Len Creighton', 'The Rat Man', 'Captain Trips', 'Charles D. Campion', 'Lucy Swann', 'Lloyd Henreid', 'Julie Lawry', 'Ralph Brentner', 'Dayna Jurgens', 'United States Military', 'American Law Enforcement', 'Kojak']","Hardcover","Complete & Uncut Edition","1153","Doubleday Books","05/01/90","10/03/78","['Locus Award Nominee for Best SF Novel (1979)', 'World Fantasy Award Nominee for Best Novel (1979)', 'Gandalf Award Nominee (1979)', 'Balrog Award Nominee for Best Novel (1979) (1980)']","616021","['342747', '174680', '72341', '18056', '8197']","96","['United States of America', 'New York City, New York (United States)', 'Boulder, Colorado (United States)', 'Las Vegas, Nevada (United States)', 'Arnett, Texas (United States)', 'Pennsylvania (United States)', 'Arkansas (United States)', 'Arizona (United States)', 'Nevada (United States)', 'Idaho (United States)', 'Boulder, Colorado (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1213131305l/149267.jpg","391883","4242",8.38
"3590.The_Adventures_of_Sherlock_Holmes","The Adventures of Sherlock Holmes","Sherlock Holmes #3","Arthur Conan Doyle","4.30","The Adventures of Sherlock Holmes is the series of short stories that made the fortunes of the Strand magazine, in which they were first published, and won immense popularity for Sherlock Holmes and Dr Watson. The detective is at the height of his powers and the volume is full of famous cases, including 'The Red-Headed League', 'The Blue Carbuncle', and 'The Speckled Band'. Although Holmes gained a reputation for infallibility, Conan Doyle showed his own realism and feminism by having the great detective defeated by Irene Adler - the woman - in the very first story, 'A Scandal in Bohemia'. The editor of this volume, Richard Lancelyn Green is editor of The Uncollected Sherlock Holmes and The Further Adventures of Sherlock Holmes. With John Michael Gibson, he compiled the Soho Series Bibliography of A. Conan Doyle.","English","9999999999999","['Classics', 'Mystery', 'Fiction', 'Short Stories', 'Crime', 'Detective', 'Literature', 'Mystery Thriller', 'Adventure', 'Audiobook']","['Inspector Lestrade', 'Irene Adler', 'Sherlock Holmes', 'Dr. John Watson']","Paperback","","389","Oxford University Press","10/22/98","10/28/92","[]","243129","['117755', '87926', '31440', '4287', '1721']","98","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1164045516l/3590.jpg","376044","4217",""
"76620.Watership_Down","Watership Down","Watership Down #1","Richard Adams","4.06","Librarian's note: See alternate cover edition of ISBN13 9780380395866 here.Set in England's Downs, a once idyllic rural landscape, this stirring tale of adventure, courage and survival follows a band of very special creatures on their flight from the intrusion of man and the certain destruction of their home. Led by a stouthearted pair of friends, they journey forth from their native Sandleford Warren through the harrowing trials posed by predators and adversaries, to a mysterious promised land and a more perfect society.","English","9780380395866","['Classics', 'Fiction', 'Fantasy', 'Young Adult', 'Animals', 'Childrens', 'Adventure', 'Literature', 'Novels', 'Audiobook']","['Bigwig', 'Fiver', 'El-Ahrairah', 'Hazel', 'Pipkin', 'Blackberry', 'Dandelion', 'Hyzenthlay', 'Frith', 'Silver (Watership Down)', 'Kehaar', 'General Woundwort']","Mass Market Paperback","","478","Avon Books","06/28/75","11/28/72","['Mythopoeic Fantasy Award Nominee (1975)', ""Guardian Children's Fiction Prize (1973)"", 'Audie Award Nominee for Best Male Narrator (2020)', 'Boston Globe-Horn Book Award (1975)', 'California Young Readers Medal for Young Adult (1977)', 'Carnegie Medal (1972)']","433754","['186896', '138225', '71104', '22250', '15279']","91","['Watership Down, Hampshire (United Kingdom)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405136931l/76620.jpg","371182","4058",5.25
"2623.Great_Expectations","Great Expectations","","Charles Dickens, Παυλίνα Παμπούδη (Translator), Marisa Sestino (Translator)","3.78","'In what may be Dickens's best novel, humble, orphaned Pip is apprenticed to the dirty work of the forge but dares to dream of becoming a gentleman — and one day, under sudden and enigmatic circumstances, he finds himself in possession of ""great expectations."" In this gripping tale of crime and guilt, revenge and reward, the compelling characters include Magwitch, the fearful and fearsome convict; Estella, whose beauty is excelled only by her haughtiness; and the embittered Miss Havisham, an eccentric jilted bride","English","9780192833594","['Classics', 'Fiction', 'Literature', 'Historical Fiction', 'School', 'Novels', '19th Century', 'Classic Literature', 'British Literature', 'Victorian']","['Miss Havisham', 'Philip ""Pip"" Pirrip', 'Joseph ""Joe"" Gargery', 'Abel Magwitch', 'Herbert Pocket', 'John Wemmick', 'Dolge Orlick', 'Jaggers', 'Estella', 'Compeyson']","Paperback","Oxford World's Classics","505","Oxford University Press","10/28/98","07/28/61","['Audie Award for Classic (2010)', 'Премія імені Максима Рильського (1993)']","651506","['200286', '218262', '149650', '54551', '28757']","87","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327920219l/2623.jpg","367399","4225",0.85
